9,POLITICA DE MEDIO ORIENTE
9,POLITICA DE LA UNION EUROPEA
9,TEORIA DE LAS REL INTERNAC I
9,SEMINARIO PROTOCOLO
9,TEORIA DE LAS REL INTERNAC II
9,GEOGRAFIA UNIVERSAL
9,SOCIOANTROPOLOGIA
9,AMERICA LATINA CONTEMPORANEA
9,INT RELACIONES INTERNALES
9,SEM ELECTIVO EN PSICOLOGIA I
9,LA FORMACION DEL IMP ROMANO
9,SEMINARIO DE INVESTIGACION I
9,PLAN DE INV INDEPENDIENTE 7
9,PLAN DE INV INDEPENDIENTE 3
10,FILOSOFIA DE LA CIENCIA
10,SEMINARIO DE PROYECTO
10,FILOSOFIA DEL ACONTECIMIENTO
10,FILOSOFIA PRACTICA
10,TRABAJO DE INVESTIGACION II
10,SEMINARIO ELECTIVO I
10,COLOQUIO II
10,HISTORIA DEL ARTE II
10,ARTE CONTEMPORAN-GRAN CARIBE
10,LITERATURA DEL CARIBE
10,ETICA
10,PROBLEMAS FIL CONTEMPORANEA II
10,FILOSOFIA ANTIGUA I (PLATON)
10,FIL MODERNA III (FIL POLITICA)
10,FIL MODERNA I G PENS MODERNO
10,INTRODUCCION A LA FILOSOFIA
10,SEM AUTOR II FILOSOFIA SOCIAL
10,SEM FIL PRACTICA TRIA CRITICA
10,EPISTEMOLOGIA
10,FILOSOFIA DE EDUCACION
10,PROB FIL CONTEMPORANEA I
10,MUSICA Y CINE
10,LOGICAS  DE LA VIDA AMOROSA
10,TEO LITERARIAS Y LIT COMPARADA
10,ARTE ELECTRONICO NUEVOS MEDIOS
10,LITERATURA LATINOAMERICANA
10,CULTURA GRIEGA
10,CULTURA CONTEMPORANEA Y GENERO
10,TEORIA DEL ARTE II
10,ARTES ESCENICAS TRAGEDIA
10,SEM EST CONTEMPORANEOS Y CULTU
10,SEM LITERATURA II (AUTOR)
10,LITERATURA HISPANICA
10,LITERATURA COLOMBIANA
10,PROYECTO DE GRADO II FILOSOFIA
10,VIAJANDO POR LA CIENCIA
10,ARTE Y TERAPIA
10,ANTEPROYECTO DE GRADO FIL
10,CULTURA LATINA
10,HISTORIA DEL ARTE
10,CONOCIMIENTO E INVESTIGACION
10,BIOETICA MD
10,SISTEMA DE COOP INTERNACION
10,SEMINARIO CONYUNTURAL III
10,FORM Y EVAL DE PROYEC SOC II
11,ADMON Y CTRL DE CONSTRUCCION
11,INGENIERIA DE RIOS Y COSTAS
11,PAVIMENTOS
11,ESTRUCTURAS METALICAS
11,LEGISLACION AMBIENTAL
11,ESTATICA
11,ESTATICA PARA ARQUITECTOS
11,TOPOGRAFIA Y GEOINFORMACION
11,DISENO DE VIAS
11,MATERIALES DE CONSTRUCCION
11,GEOLOGIA
11,HIDROLOGIA
11,HIDRAULICA
11,MECANICA DE SUELOS
11,SEMINARIO DE CARRERA I
11,SEMINARIO DE CARRERA II
11,INGENIERIA DE TRANSPORTE
11,DISENO ESTRUCTURAL
11,CONSTRUCCION
11,ANALISIS ESTRUCTURAL
11,FUNDACIONES
11,ACUEDUCTO Y ALCANTARILLADO
11,INGENIERIA AMBIENTAL
11,EXAMEN COMPREHENSIVO II
11,PROYECTO FINAL
11,ASPECTOS LEGALES DE INGENIERIA
11,CONTAMINACION AMBIENTAL
11,DISENO Y ANALISIS ESTADISTICO
11,EXAMEN COMPREHENSIVO IC
11,METODOS COMPUTPARA MODELACION
11,TRABAJO DE GRADO I
11,TRABAJO DE GRADO II
11,DISENO AVANZ DE HORMIGON REFO
11,INGENIERIA DE PAVIMENTOS
11,SISTEM DE TRATAMIENTO DE AGUAS
11,RESIDUOS SOLIDOS
11,MOD AVANZADA REDES DE TRANSP
11,PREV Y CTROL DE LA CORROSION
11,HIDRODINAMICA
11,ANALISIS DE ESTAB DE TALUDES
11,INVESTIGACION 2
11,INVESTIGACION III
11,INVESTIGACION I
11,INVESTIGACION II
11,INVESTIGACION IV
11,TESIS DOCTORAL II
11,TESIS DOCTORAL IV
11,EXPRESION GRAFICA
11,INT A LA INGENIERIA CIVIL
11,GEOMETRIA DESCRIPTIVA
11,TOPICOS AVANZ EN ING HIDRAULIC
11,TRATAMIENTOS DE AGUAS
11,DRENAJE URBANO
11,MATERIALES INFRAESTRUCTU VIAL
11,GEOTECNIA APLICADA
11,MODY OPTIMIZACION DEL TRANSP
11,GEOTECNIA VIAL
11,INTERVENTORIA CALIDAD OBRA
11,GESTION DE RIESGOS
11,PROYECTO INTEGRADOR
11,DISENO MAMPOSTERIA ESTRUCTURA
11,CONEXIONES METALICAS
12,SEGURIDAD GESTION AMBIENTAL
12,TALLER DE COMPOSICION II
12,TALLER DE EXPRESION 2
12,CONSTRUCCION DE MODELOS
12,ECOLOGIA DEL DISENO
12,TALLER DISENO TECNOLOGICO
12,GESTION DEL DISENO
12,TALLER DE FACTORES HUMANOS
12,ESTUDIO DE DISENO
12,TALLER DLLO NUEVOS PRODUCTOS
12,TALLER PRODUCCION INDUSTRIAL
12,DISENO DIGITAL II
12,DISENO Y PRODUCCION
12,MODPARAMETPROTOTIPADO RAPIDO
12,TEORIA DEL DISENO II
12,DISENO DE INTERIORES
12,DISENO INTERACTIVO MULTIMEDIA
12,DISENO DIGITAL I
12,ANALISIS ESTADISTMULTIVARIADO
12,DISENO DE EXPERIMENTO
12,DISENO Y MERCADEO
12,CREACION DE EMPRESAS (II)
12,PROYECTO DE GRADO
12,DISENO Y ARTESANIA
12,ANALISIS DE DATOS EN INGEN II
12,ANALISIS  DE DATOS EN INGEN I
12,FORM Y EVAL DE PROYECTOS
12,CREAC DE EMP DE BASE Y TECNOL
12,SISTEMAS DE COSTOS DE PRODUCCI
12,FUNDAMENTOS DE ING ECONOMICA
12,ESTUDIO DEL TRABAJO
12,INGENIERIA ECONOMICA
12,EXAMEN COMPREHENSIVO I
12,EXAMEN COMPREHENSIVO II
12,EXAMEN COMPRENSIVO II
12,ESTRATEGIAS DE OPERACIONES
12,HERRAMIENTAS MEJORA CONTINUO
12,SEMINARIO DE CARRERA I
12,SEMINARIO DE CARRERA II
12,DIS DE SISTEMAS PRODUCTIVOS
12,CTRL Y GEST INT DE LA CALIDAD
12,INVESTIGACION DE OPERACIONES I
12,INVESTIGACION DE OPERAC 2
12,SIMULACION
12,LOGISTICA Y DISTRIBUCION
12,PLAN PROG Y CTRL PRODUCCION
12,FUND DE ING CONCURRENTE
12,MODELO ISO 9000 GTION CALIDAD
12,ANALIS Y EVAL DE PROY DE INVE
12,ANALIS  MODEL GTION TALEN HUMA
12,PROYECTO FINAL
12,PRACTICA INDUSTRIAL
12,TEORIAS AVANZADAS DE GESTION
12,GERENCIA DE MERCADEO ESTRATEGI
12,GTION DEL TALENT HUM Y DEL CO
12,ELECTIVA TOPIC ESP GEST ORG CJ
12,EXAMEN COMPREHENSIVO
12,GESTION DE OPERACIONES
12,INGENIERIA DE LA CALIDAD
12,GTION DE LA CADENA DE SUMINIST
12,PASANTIA DE INVESTIGACION
12,TESIS DOCTORAL II
12,TESIS DOCTORAL III
12,TESIS DOCTORAL IV
12,FUND DE OPTIMIZACION NO LINEAL
12,OPTIMIZACION MULTVARIADA
12,TRABAJO DE GRADO I
12,INVESTIGACION I
12,INVESTIGACION II
12,INVESTIGACION III
12,TRABAJO DE GRADO II (CJ)
12,INVESTIGACION 1
12,MATEMATICAS DISCRETAS AVANZADA
12,INFORMATICA AVANZADA
12,TALLER DE COMPOSICION I
12,TEORIA DEL DISENO I
12,TALLER DE EXPRESION 1
12,INT A LA ING INDUSTRIAL
12,TESIS DOCTORAL I
12,MATEMATICAS DISCRETAS
12,GESTION DE LA CALIDAD
26,AVANCES DE TESIS I
26,AVANCES DE TESIS II
26,TEORIA ORGANIZACIONAL
26,METOD DE LA INVEST CUALITATIVA
26,DESARROLLO EMPRESARIAL
26,METOD DE LA INVEST CUANTITATIV
26,CONTEXTO HISTORICO COLOMBIANO
26,TESIS DOCTORAL
26,PASANTIA INTERNACIONAL
26,SEMIN PRESIDENTES DE EMPRESAS
26,SEMINAR DE PROYECT APLICADO IV
26,SEMINARIO DE PROYEC APLICADO I
26,ESTADISTICA APLICADA FINANZAS
26,ECONOMETRIA FINANCIERA
26,MODELACION FINANCIERA
26,ACTIVOS DERIVADOS II
26,FINANZAS Y RESPONSAB SOCIAL
26,PROYECTO APLICADO EN FINANZAS
26,ACTIVOS DERIVADOS I
26,GESTION DE RIESGO II
26,DIR  ESTRATEGICO Y PROSPECTIVA
26,CAPITAL MARKETS
26,COMPANY  VALUATION
26,PROJECT MANAGEMENT
26,STRATEGIC MAGEMENT
26,FUNDAMENTOS DE ADMON
26,DERIVATIVE INSTRUMENTS
26,DESARROLLO ORGANIZACIONAL
26,INTERNAC FINANCE MANAGEMENT
26,RESPON SOCIAL EMPRESARIAL
26,INT STRATEGIC NEGOTIATION
26,EVOLUCION  PENSAMIENTO ADTIVO
26,PROCESO ADMINISTRATIVO
26,GESTION DEL TALENTO HUMANO
26,CREACION DE EMPRESAS
26,EMPRENDIMIENTO CORPORATIVO
26,INTELIGENCIA MERCAD INTERNALES
26,GERENCIA DE COMERCIO EXTERIOR
26,NEGOCIOS Y CULTURAS GLOBALES
26,NEG INTERNALES/COMPETITIVIDAD
26,INTERNATIONAL TRADE MANAGEMENT
26,INTERNATIONAL INFORMATION SYST
26,COLOMBIAN TARIFFS AND TAXES
26,INTERN TAXES AND INTERN PROCED
26,CORPORATE HOLDINGS FISCALITY
26,CONTABILIDAD FINANCIERA
26,COSTOS Y PRESUPUESTOS
26,REVISORIA FISCAL
26,FUNDAMENTOS DE CONTROL INTERNO
26,INTERNATIONAL ACCOUNTING I
26,INTERNATIONAL ACCOUNTING II
26,AUDITORIA INTERNATIONAL I
26,INTERNATIONAL ACCOUNTING III
26,INTERNATIONAL AUDIT II
26,GESTION FINANCIERA
26,INTERNATIONAL FINANCE
26,PLANEACION FINANCIERA
26,DLLO DEL ESPIRITU EMPRENDEDOR
26,INNOVACION Y DLLO SOCIOECO
26,INVESTIGACION DE MERCADOS
26,FUNDAMENTOS DE MERCADEO
26,INTERNATIONAL MARKETING
26,SEMESTRE DE PRACTICA I
26,SEMESTRE DE PRACTICA
26,PRACTICA PROFESIONAL
26,SEMESTRE DE PRACTICA II
26,LEADERSHIP AND TEAMWORK
26,GERENCIA INTERNAL DE SERVICIOS
26,GERENCIA INTERNAL DE MARCAS
